,iid,age,dominant_race,dominant_emotion
3110,5866,34,middle eastern,happy
3111,5867,29,latino hispanic,happy
3112,5868,23,indian,happy
3113,5869,33,latino hispanic,neutral
3114,5870,35,indian,sad
3115,5871,23,indian,happy
3116,182,30,white,neutral
3117,183,34,white,happy
3118,186,33,white,happy
3119,1274,32,white,happy
3120,1278,30,white,happy
3121,5872,28,white,happy
3122,5873,26,white,happy
3123,5874,28,white,happy
3124,5875,31,white,happy
3125,5876,31,white,happy
3126,3097,27,white,happy
3127,3098,21,asian,happy
3128,3099,27,white,happy
3129,3100,27,white,neutral
3130,3101,31,white,neutral
3131,3102,25,white,happy
3132,3103,30,white,neutral
3133,3104,31,white,sad
3134,3105,31,white,happy
3135,3106,26,white,happy
3136,3107,29,white,happy
3137,3108,25,white,neutral
3138,2949,29,white,happy
3139,2950,29,white,happy
3140,2952,30,white,happy
3141,2953,28,white,happy
3142,5877,39,white,neutral
3143,5879,43,white,fear
3144,5880,42,white,neutral
3145,5881,45,white,angry
3146,1379,35,white,happy
3147,1380,30,white,neutral
3148,1382,43,white,happy
3149,4386,35,white,neutral
3150,4390,31,white,angry
3151,4990,49,asian,fear
3152,4991,35,asian,neutral
3153,4992,56,asian,neutral
3154,4993,36,asian,neutral
3155,4994,37,asian,sad
3156,4995,50,white,happy
3157,4996,45,white,sad
3158,4997,34,asian,sad
3159,4998,38,white,angry
3160,1938,29,latino hispanic,neutral
3161,1939,25,white,happy
3162,1940,31,latino hispanic,neutral
3163,1941,27,white,neutral
3164,1942,28,white,happy
3165,798,30,white,happy
3166,799,27,white,happy
3167,800,24,white,happy
3168,801,26,white,happy
3169,802,32,white,happy
3170,803,29,white,happy
3171,804,30,middle eastern,happy
3172,805,33,white,happy
3173,806,25,middle eastern,happy
3174,807,25,white,neutral
3175,809,29,white,happy
3176,810,32,white,happy
3177,5882,31,white,happy
3178,5883,27,latino hispanic,neutral
3179,5884,34,middle eastern,happy
3180,5885,28,white,happy
3181,5886,27,middle eastern,happy
3182,5887,36,latino hispanic,happy
3183,5888,28,middle eastern,happy
3184,5889,33,white,happy
3185,5890,37,white,happy
3186,5892,35,white,happy
3187,5893,32,white,neutral
3188,5894,32,white,sad
3189,5895,33,white,happy
3190,5896,33,white,happy
3191,5897,34,white,happy
3192,5901,39,white,happy
3193,5902,30,white,happy
3194,5906,36,white,happy
3195,479,33,white,happy
3196,480,41,white,happy
3197,481,32,white,happy
3198,482,34,white,happy
3199,483,35,white,happy
3200,484,36,white,happy
3201,1263,31,white,happy
3202,1264,31,white,happy
3203,1265,33,white,happy
3204,1266,32,white,happy
3205,1267,27,white,happy
3206,2872,33,white,happy
3207,2873,28,white,happy
3208,2875,34,white,surprise
3209,2876,36,white,happy
3210,1312,49,white,happy
3211,1313,35,white,happy
3212,1315,35,white,happy
3213,13,29,white,happy
3214,14,26,latino hispanic,neutral
3215,15,34,white,happy
3216,17,31,white,happy
3217,741,49,white,happy
3218,742,32,white,happy
3219,743,27,white,happy
3220,745,36,white,happy
3221,301,38,white,happy
3222,305,43,latino hispanic,happy
3223,5910,33,white,happy
3224,5911,31,white,happy
3225,5912,36,white,happy
3226,5913,36,white,fear
3227,5914,31,white,happy
3228,5915,33,white,happy
3229,5916,36,white,happy
3230,5917,34,white,happy
3231,5918,34,white,happy
3232,5919,32,white,happy
3233,5920,33,white,neutral
3234,5921,33,white,happy
3235,5922,34,white,happy
3236,5923,32,white,happy
3237,5924,33,white,happy
3238,4166,36,black,happy
3239,1348,42,white,happy
3240,1349,32,white,happy
3241,1350,39,white,happy
3242,1353,31,white,happy
3243,1354,29,white,happy
3244,4081,40,white,happy
3245,4083,32,middle eastern,happy
3246,4084,39,white,fear
3247,4085,23,white,surprise
3248,3176,31,white,happy
3249,3177,32,white,happy
3250,3179,40,white,happy
3251,5926,39,latino hispanic,happy
3252,5927,38,latino hispanic,happy
3253,5928,33,white,happy
3254,5929,34,white,happy
3255,1453,31,white,happy
3256,1454,32,white,neutral
3257,1455,31,white,fear
3258,1456,33,latino hispanic,happy
3259,5930,23,white,happy
3260,5931,24,white,neutral
3261,5932,29,white,happy
3262,5933,28,white,happy
3263,5934,25,white,happy
3264,5935,25,white,happy
3265,5936,27,white,happy
3266,5937,27,white,happy
3267,5938,28,white,neutral
3268,5939,29,white,happy
3269,5940,24,white,happy
3270,5941,27,white,happy
3271,5942,28,white,happy
3272,4469,22,latino hispanic,neutral
3273,4470,28,black,happy
3274,4474,25,asian,neutral
3275,4475,28,latino hispanic,neutral
3276,4486,31,latino hispanic,neutral
3277,4487,29,asian,sad
3278,4488,25,white,neutral
3279,4489,31,white,neutral
3280,4490,30,latino hispanic,neutral
3281,4491,23,asian,neutral
3282,4492,24,white,neutral
3283,3218,25,asian,neutral
3284,5943,23,white,fear
3285,5944,25,white,happy
3286,5945,33,white,happy
3287,5946,29,white,neutral
3288,5947,24,white,happy
3289,5948,26,white,happy
3290,5949,24,white,happy
3291,5950,29,white,happy
3292,5951,33,asian,happy
3293,5952,29,asian,happy
3294,5953,29,white,happy
3295,2,27,white,happy
3296,3,25,white,happy
3297,4,26,white,neutral
3298,4999,43,white,neutral
3299,5001,40,white,happy
3300,5002,39,white,happy
3301,5003,42,white,happy
3302,5004,35,white,neutral
3303,5954,31,white,happy
3304,5955,31,white,happy
3305,5956,31,white,happy
3306,5957,31,white,happy
3307,5958,31,white,happy
3308,5959,31,white,happy
3309,5960,33,white,happy
3310,5961,31,white,happy
3311,5962,32,white,happy
3312,5963,32,white,happy
3313,817,34,white,happy
3314,818,29,white,happy
3315,819,25,white,happy
3316,820,32,white,happy
3317,821,26,white,happy
3318,822,27,white,happy
3319,823,35,white,happy
3320,824,21,white,happy
3321,825,31,white,happy
3322,826,25,white,happy
3323,827,33,white,sad
3324,828,28,white,happy
3325,829,30,white,happy
3326,830,22,white,happy
3327,831,29,white,happy
3328,832,25,white,neutral
3329,833,29,white,sad
3330,5964,35,black,happy
3331,5965,39,indian,happy
3332,5966,25,black,happy
3333,5967,32,indian,happy
3334,5968,39,black,fear
3335,5969,26,latino hispanic,happy
3336,5970,33,black,happy
3337,570,30,white,happy
3338,572,33,white,happy
3339,5971,30,latino hispanic,happy
3340,5972,31,latino hispanic,neutral
3341,5973,29,latino hispanic,sad
3342,5974,32,white,happy
3343,5975,32,asian,happy
3344,5976,30,white,happy
3345,5977,32,latino hispanic,neutral
3346,5978,32,white,happy
3347,5979,32,latino hispanic,happy
3348,5980,29,black,happy
3349,5981,31,latino hispanic,neutral
3350,5982,30,latino hispanic,happy
3351,4191,30,asian,happy
3352,4192,35,white,happy
3353,4193,31,white,happy
3354,4194,28,white,happy
3355,4196,32,latino hispanic,happy
3356,4197,28,asian,neutral
3357,4198,28,latino hispanic,happy
3358,4199,27,latino hispanic,happy
3359,4200,29,middle eastern,neutral
3360,2819,36,white,happy
3361,2820,49,white,happy
3362,2821,44,white,neutral
3363,2822,42,white,happy
3364,2823,36,white,happy
3365,2003,30,white,happy
3366,2004,29,white,neutral
3367,2005,28,white,neutral
3368,2006,29,white,neutral
3369,2007,28,white,happy
3370,5983,27,white,neutral
3371,5984,31,white,happy
3372,5985,23,white,fear
3373,5986,31,white,neutral
3374,5987,32,white,happy
3375,5988,32,white,happy
3376,5989,32,white,happy
3377,5990,30,white,happy
3378,5991,31,white,happy
3379,5992,28,white,happy
3380,5993,29,white,neutral
3381,5994,28,white,happy
3382,5995,28,white,happy
3383,5996,27,white,happy
3384,5997,27,white,neutral
3385,5998,32,white,happy
3386,5999,26,white,happy
3387,6000,31,white,neutral
3388,6001,27,white,happy
3389,6002,33,white,happy
3390,6003,32,white,happy
3391,6004,27,latino hispanic,happy
3392,6005,27,white,angry
3393,6006,25,white,happy
3394,4403,24,white,happy
3395,4404,23,white,neutral
3396,4407,24,white,neutral
3397,6007,34,white,happy
3398,6008,36,white,happy
3399,6009,44,white,happy
3400,6010,45,white,angry
3401,6011,35,white,neutral
3402,6012,31,white,angry
3403,2081,38,white,neutral
3404,2082,34,latino hispanic,happy
3405,2083,39,white,angry
3406,2084,43,white,sad
3407,2085,34,white,sad
3408,2086,45,asian,neutral
3409,2087,42,white,sad
3410,1360,35,latino hispanic,happy
3411,1361,32,middle eastern,happy
3412,1362,37,white,happy
3413,1363,30,white,happy
3414,1365,37,white,happy
3415,1366,39,middle eastern,happy
3416,1367,34,white,happy
3417,6013,40,white,happy
3418,6014,32,latino hispanic,happy
3419,6015,34,white,happy
3420,6016,37,indian,happy
3421,6017,29,middle eastern,neutral
3422,6018,23,white,happy
3423,6019,23,latino hispanic,neutral
3424,6020,30,latino hispanic,happy
3425,6021,24,white,neutral
3426,6022,24,latino hispanic,happy
3427,6023,28,white,happy
3428,6024,28,latino hispanic,neutral
3429,6025,31,white,angry
3430,6026,28,latino hispanic,fear
3431,6027,25,white,neutral
3432,6028,25,latino hispanic,happy
3433,6029,22,latino hispanic,neutral
3434,6030,21,latino hispanic,neutral
3435,6031,26,white,surprise
3436,1446,34,white,neutral
3437,1447,36,white,neutral
3438,1449,42,latino hispanic,happy
3439,1450,30,latino hispanic,sad
3440,6032,26,white,neutral
3441,6033,30,white,neutral
3442,6034,26,latino hispanic,happy
3443,6035,29,white,happy
3444,6036,26,white,neutral
3445,6037,28,white,neutral
3446,6038,22,white,neutral
3447,6039,29,white,neutral
3448,6040,25,white,neutral
3449,6041,30,white,neutral
3450,6042,28,white,neutral
3451,6043,24,white,neutral
3452,3755,24,white,happy
3453,3758,29,white,happy
3454,3759,28,white,happy
3455,3760,32,white,happy
3456,3761,45,indian,happy
3457,3762,41,white,happy
3458,1755,26,asian,sad
3459,1756,27,white,happy
3460,1757,28,white,sad
3461,1758,26,asian,happy
3462,6044,26,white,happy
3463,6045,29,white,neutral
3464,6046,25,white,neutral
3465,6047,29,white,angry
3466,6048,30,white,neutral
3467,6049,26,white,neutral
3468,6050,28,white,fear
3469,6051,25,white,neutral
3470,6052,26,white,happy
3471,6053,28,white,happy
3472,6054,27,latino hispanic,happy
3473,6055,22,white,angry
3474,6056,25,white,happy
3475,6057,31,white,happy
3476,6058,25,white,angry
3477,6059,29,latino hispanic,happy
3478,6060,29,white,happy
3479,6061,21,white,neutral
3480,6062,29,latino hispanic,happy
3481,6063,30,white,happy
3482,6064,27,white,neutral
3483,4391,21,white,neutral
3484,4392,31,white,neutral
3485,4393,33,white,neutral
3486,4394,32,white,neutral
3487,4395,31,white,happy
3488,4396,28,white,happy
3489,4397,26,white,neutral
3490,4398,30,white,happy
3491,4399,25,white,neutral
3492,4400,27,white,neutral
3493,4401,25,white,happy
3494,4402,25,white,happy
3495,3643,29,white,angry
3496,3644,25,white,fear
3497,3647,27,asian,neutral
3498,3745,26,white,neutral
3499,3747,27,white,neutral
3500,3749,26,white,fear
3501,3751,27,white,happy
3502,3752,26,white,neutral
3503,3382,32,latino hispanic,neutral
3504,3383,30,latino hispanic,happy
3505,3384,32,latino hispanic,neutral
3506,3385,32,white,happy
3507,3386,29,white,happy
3508,3389,31,white,happy
3509,3392,30,white,neutral
3510,3393,31,white,happy
3511,3396,33,white,neutral
3512,3397,31,white,neutral
3513,3399,31,white,neutral
3514,3401,31,white,happy
3515,3402,31,white,neutral
3516,3403,31,white,happy
3517,3404,31,white,neutral
3518,3405,33,white,happy
3519,3406,33,white,neutral
3520,3407,34,white,happy
3521,3408,33,white,happy
3522,3409,31,white,happy
3523,3410,31,latino hispanic,sad
3524,3411,32,white,neutral
3525,3412,32,indian,happy
3526,3413,33,white,happy
3527,3414,32,latino hispanic,happy
3528,3415,33,latino hispanic,happy
3529,3416,31,white,neutral
3530,3417,32,white,happy
3531,3419,32,white,neutral
3532,3421,31,white,happy
3533,3422,32,white,happy
3534,3423,32,white,happy
3535,3424,30,white,neutral
3536,3425,32,latino hispanic,happy
3537,3426,31,asian,neutral
3538,3427,32,white,neutral
3539,3428,32,white,happy
3540,5006,39,latino hispanic,happy
3541,5007,37,white,happy
3542,5008,36,white,happy
3543,5009,45,white,happy
3544,5010,31,white,sad
3545,5011,42,white,happy
3546,5012,38,white,happy
3547,5013,32,white,happy
3548,4560,22,white,happy
3549,4566,25,white,happy
3550,4567,22,white,happy
3551,4568,27,white,happy
3552,4569,24,white,happy
3553,4570,23,white,neutral
3554,4571,24,white,neutral
3555,4572,23,white,neutral
3556,4573,21,white,happy
3557,4574,23,white,happy
3558,4575,22,white,happy
3559,4576,24,white,happy
3560,4577,22,white,happy
3561,6065,24,white,happy
3562,6066,23,white,neutral
3563,6067,25,white,happy
3564,6068,29,white,neutral
3565,6069,26,white,neutral
3566,6070,25,white,neutral
3567,6071,28,white,happy
3568,6072,25,white,neutral
3569,6073,28,white,happy
3570,6074,24,white,happy
3571,6075,26,white,happy
3572,6076,27,white,happy
3573,6077,39,white,happy
3574,6078,40,white,happy
3575,6080,40,white,happy
3576,6081,23,white,happy
3577,6082,31,white,happy
3578,6083,35,latino hispanic,happy
3579,6084,32,white,happy
3580,6085,31,white,happy
3581,6086,29,white,fear
3582,6088,44,white,happy
3583,6089,46,white,happy
3584,6090,36,white,happy
3585,6091,35,white,happy
3586,6092,36,white,happy
3587,6093,43,white,happy
3588,6094,38,white,happy
3589,2893,31,asian,happy
3590,2894,43,white,happy
3591,4176,29,white,happy
3592,4177,32,white,neutral
3593,4180,30,white,happy
3594,4670,41,white,happy
3595,4671,32,white,happy
3596,4672,47,white,angry
3597,4673,46,white,happy
3598,2140,26,white,happy
3599,2141,38,white,happy
3600,2142,35,white,happy
3601,2143,24,white,happy
3602,2144,31,white,happy
3603,2146,28,white,happy
3604,2147,30,white,happy
3605,2148,32,white,happy
3606,2150,24,white,happy
3607,2151,32,white,happy
3608,2152,25,white,happy
3609,2153,33,white,neutral
3610,2154,32,white,happy
3611,2155,40,white,happy
3612,2156,30,white,happy
3613,2157,29,white,happy
3614,2158,25,white,happy
3615,2159,35,white,happy
3616,6095,27,white,happy
3617,6096,26,white,fear
3618,6097,28,white,happy
3619,6098,40,white,happy
3620,6099,24,white,happy
3621,6100,26,white,happy
3622,6101,23,white,happy
3623,6102,29,white,happy
3624,6103,26,white,happy
3625,6104,33,white,happy
3626,6105,25,white,happy
3627,4181,33,white,happy
3628,4183,37,white,happy
3629,4184,33,white,happy
3630,4185,33,white,happy
3631,886,23,white,neutral
3632,887,29,white,happy
3633,888,24,white,neutral
3634,889,28,white,happy
3635,890,23,white,happy
3636,6107,35,white,happy
3637,6108,32,white,neutral
3638,6109,32,white,happy
3639,6110,32,white,happy
3640,6111,31,white,happy
3641,6113,27,white,neutral
3642,6114,33,white,happy
3643,6115,31,white,happy
3644,6116,26,white,happy
3645,6117,33,white,happy
3646,6118,30,white,happy
3647,6119,25,white,happy
3648,6120,46,white,happy
3649,6121,31,white,neutral
3650,6122,26,white,neutral
3651,6123,32,white,neutral
3652,6124,30,white,neutral
3653,6125,32,white,happy
3654,6126,32,white,neutral
3655,6127,31,white,neutral
3656,6128,31,white,happy
3657,6129,33,white,sad
3658,6130,32,white,happy
3659,6131,26,white,happy
3660,6132,32,white,happy
3661,6133,31,white,neutral
3662,4024,28,white,happy
3663,4026,29,white,happy
3664,4027,29,white,happy
3665,4030,36,white,happy
3666,4031,34,latino hispanic,fear
3667,4032,29,white,happy
3668,4033,33,white,neutral
3669,4034,32,white,happy
3670,4035,43,white,neutral
3671,4036,29,white,happy
3672,4037,27,white,happy
3673,4039,32,white,neutral
3674,4040,28,white,angry
3675,4041,28,white,happy
3676,4042,40,white,happy
3677,4043,35,white,happy
3678,4044,25,white,angry
3679,4045,23,white,happy
3680,4046,33,white,happy
3681,4047,27,white,happy
3682,4048,28,white,happy
3683,4049,24,white,happy
3684,4051,24,white,neutral
3685,4052,24,white,happy
3686,4053,23,white,happy
3687,4054,25,white,happy
3688,4055,23,white,angry
3689,6134,29,asian,happy
3690,6135,30,asian,happy
3691,6136,25,asian,happy
3692,6137,32,asian,fear
3693,6138,30,latino hispanic,happy
3694,6139,27,asian,happy
3695,6140,30,asian,happy
3696,2534,30,asian,happy
3697,4135,23,asian,happy
3698,4136,21,asian,happy
3699,4137,23,asian,happy
3700,4139,21,asian,happy
3701,4140,24,asian,happy
3702,6141,22,black,happy
3703,6142,22,black,happy
3704,6143,26,black,happy
3705,6144,22,black,neutral
3706,6145,22,latino hispanic,happy
3707,6146,23,black,happy
3708,6147,23,black,happy
3709,3363,34,white,fear
3710,3364,24,latino hispanic,happy
3711,3365,30,white,happy
3712,665,45,white,happy
3713,667,49,white,neutral
3714,668,41,white,angry
3715,6148,39,white,happy
3716,6149,33,white,angry
3717,6150,33,white,sad
3718,6151,39,white,happy
3719,6152,37,white,happy
3720,6153,42,white,happy
3721,6154,45,white,happy
3722,6155,30,white,neutral
3723,6156,47,white,sad
3724,6157,38,white,fear
3725,2451,25,white,happy
3726,2452,23,white,neutral
3727,2453,23,white,happy
3728,2454,25,white,happy
3729,2455,36,white,happy
3730,2456,29,white,happy
3731,2457,25,white,happy
3732,2458,23,white,happy
3733,1283,30,white,happy
3734,1286,33,white,happy
3735,1287,34,white,happy
3736,864,31,white,happy
3737,3110,30,white,happy
3738,3111,29,white,happy
3739,3112,24,white,happy
3740,3113,27,white,happy
3741,3114,24,white,angry
3742,3118,33,white,neutral
3743,6158,30,white,neutral
3744,6159,33,middle eastern,happy
3745,6160,31,white,neutral
3746,6161,32,white,neutral
3747,6162,28,latino hispanic,neutral
3748,6163,31,latino hispanic,happy
3749,6165,32,indian,neutral
3750,6166,29,white,neutral
3751,6167,31,white,happy
3752,6168,32,middle eastern,happy
3753,675,50,white,sad
3754,676,34,white,happy
3755,677,44,white,angry
3756,3077,26,white,neutral
3757,3078,23,white,neutral
3758,3079,26,white,happy
3759,3080,26,white,happy
3760,3081,27,white,happy
3761,3082,25,white,sad
3762,3083,23,white,angry
3763,3084,25,white,happy
3764,3085,24,white,neutral
3765,3086,24,white,neutral
3766,3052,25,white,happy
3767,3053,25,middle eastern,sad
3768,3054,25,white,happy
3769,3055,25,white,happy
3770,3056,31,white,happy
3771,3057,23,white,angry
3772,3059,31,white,neutral
3773,3060,26,white,angry
3774,3061,26,white,happy
3775,3062,28,white,happy
3776,3063,27,white,neutral
3777,3064,25,white,neutral
3778,3065,29,white,neutral
3779,3066,24,white,neutral
3780,3067,27,white,angry
3781,3068,23,white,angry
3782,3069,29,white,happy
3783,3070,33,white,neutral
3784,3071,28,white,happy
3785,3072,24,white,happy
3786,3073,29,white,happy
3787,3074,28,white,angry
3788,3075,26,white,neutral
3789,3076,29,white,happy
3790,6169,28,latino hispanic,happy
3791,6170,24,latino hispanic,happy
3792,6171,32,white,sad
3793,6172,27,white,happy
3794,6173,31,white,neutral
3795,6174,27,white,happy
3796,6175,27,latino hispanic,happy
3797,1511,24,white,happy
3798,1512,23,white,happy
3799,1513,27,white,happy
3800,1514,26,white,happy
3801,1515,25,white,angry
3802,1516,23,white,happy
3803,1517,23,white,happy
3804,1518,22,white,happy
3805,1519,24,white,neutral
3806,1522,23,latino hispanic,happy
3807,1524,25,middle eastern,neutral
3808,1525,24,white,happy
3809,1526,22,white,neutral
3810,1815,39,white,happy
3811,1816,33,asian,neutral
3812,1817,28,white,neutral
3813,1818,27,white,happy
3814,1819,26,white,happy
3815,1820,24,white,happy
3816,1821,24,white,happy
3817,1822,26,white,happy
3818,1823,32,white,happy
3819,3210,29,white,happy
3820,3211,25,white,happy
3821,3212,32,white,fear
3822,3215,30,white,neutral
3823,3217,33,white,happy
3824,6176,27,white,happy
3825,6177,30,white,happy
3826,6178,29,white,happy
3827,6179,29,white,happy
3828,6180,29,white,neutral
3829,6181,30,white,neutral
3830,6182,30,white,happy
3831,6183,28,white,happy
3832,6184,29,white,happy
3833,6185,31,white,happy
3834,1636,32,white,neutral
3835,1637,33,white,happy
3836,1638,28,white,happy
3837,1639,32,white,happy
3838,1640,28,white,neutral
3839,1641,31,white,happy
3840,1642,27,white,happy
3841,1643,25,white,happy
3842,4114,26,white,neutral
3843,4116,28,white,happy
3844,4118,28,white,neutral
3845,6186,31,white,neutral
3846,6187,23,white,angry
3847,6188,28,white,neutral
3848,6189,25,white,neutral
3849,6190,29,white,neutral
3850,6191,32,white,neutral
3851,6192,28,white,neutral
3852,281,31,white,sad
3853,283,46,white,neutral
3854,284,41,white,neutral
3855,285,41,indian,neutral
3856,2974,38,white,neutral
3857,2975,35,white,happy
3858,1014,35,middle eastern,sad
3859,1015,30,latino hispanic,neutral
3860,1016,33,white,sad
3861,1017,29,white,happy
3862,1019,31,latino hispanic,neutral
3863,1020,29,white,neutral
3864,1022,25,white,neutral
3865,1023,34,white,happy
3866,1024,36,white,happy
3867,1025,31,white,neutral
3868,1026,34,white,neutral
3869,1832,35,white,happy
3870,1834,33,white,happy
3871,1835,35,white,angry
3872,6193,48,white,sad
3873,6194,31,asian,fear
3874,6195,50,white,happy
3875,6196,31,white,neutral
3876,6197,35,asian,angry
3877,6198,45,white,happy
3878,6199,53,white,sad
3879,6200,44,white,happy
3880,6201,49,middle eastern,neutral
3881,6202,45,white,happy
3882,6203,50,white,happy
3883,4155,32,white,happy
3884,4156,34,latino hispanic,happy
3885,4157,34,white,happy
3886,4158,25,white,angry
3887,2959,32,white,happy
3888,2960,29,white,happy
3889,2961,26,white,happy
3890,2962,31,white,happy
3891,2963,31,white,happy
3892,3531,33,white,happy
3893,3532,29,white,happy
3894,3533,32,white,happy
3895,3534,32,white,happy
3896,3535,31,white,happy
3897,6204,32,white,happy
3898,6207,33,white,happy
3899,6208,29,white,happy
3900,6209,32,white,angry
3901,6211,30,white,happy
3902,266,32,white,surprise
3903,267,30,asian,happy
3904,268,31,white,neutral
3905,269,31,white,happy
3906,270,36,white,happy
3907,6212,34,white,happy
3908,6213,36,white,happy
3909,6214,34,white,happy
3910,6215,42,white,happy
3911,6216,34,white,happy
3912,6217,39,white,happy
3913,108,28,white,neutral
3914,109,33,white,neutral
3915,110,29,white,neutral
3916,111,27,white,happy
3917,112,31,white,happy
3918,113,32,white,sad
3919,114,33,white,happy
3920,115,32,white,happy
3921,116,33,white,neutral
3922,117,29,white,angry
3923,119,32,white,sad
3924,120,26,white,neutral
3925,1627,32,white,happy
3926,1628,33,white,happy
3927,1629,27,white,happy
3928,4685,27,white,happy
3929,4686,26,white,sad
3930,4689,23,white,neutral
3931,4690,28,latino hispanic,happy
3932,4691,28,white,happy
3933,4693,26,white,happy
3934,4694,25,white,neutral
3935,4697,27,white,happy
3936,4698,27,white,happy
3937,4699,28,white,happy
3938,4700,24,white,happy
3939,4701,30,white,happy
3940,4703,25,white,neutral
3941,4704,24,white,neutral
3942,4705,27,white,neutral
3943,4706,25,white,neutral
3944,4707,28,white,sad
3945,6218,32,white,neutral
3946,6219,33,asian,happy
3947,6220,32,white,happy
3948,6221,32,white,neutral
3949,6222,31,white,neutral
3950,6223,31,asian,neutral
3951,6224,31,asian,neutral
3952,6225,29,white,happy
3953,6226,32,asian,neutral
3954,6227,32,asian,neutral
3955,6228,31,asian,neutral
3956,6229,31,asian,happy
3957,486,25,white,sad
3958,6230,35,white,neutral
3959,6231,25,white,happy
3960,6232,23,white,happy
3961,6233,31,white,happy
3962,6234,39,white,happy
3963,6235,23,white,happy
3964,6236,33,white,happy
3965,6237,40,white,happy
3966,6238,23,white,happy
3967,3297,20,white,happy
3968,3300,23,latino hispanic,neutral
3969,3301,21,white,neutral
3970,3302,24,latino hispanic,neutral
3971,3303,31,white,neutral
3972,3304,26,white,neutral
3973,1229,34,latino hispanic,happy
3974,1230,27,latino hispanic,happy
3975,1231,33,black,happy
3976,1232,30,latino hispanic,happy
3977,2048,37,asian,happy
3978,2050,31,asian,happy
3979,2053,31,white,happy
3980,2055,27,white,happy
3981,324,32,asian,happy
3982,325,26,asian,happy
3983,326,29,asian,happy
3984,2744,34,asian,neutral
3985,2745,25,asian,fear
3986,2746,36,asian,happy
3987,2747,30,asian,happy
3988,2748,34,asian,happy
3989,2749,38,asian,fear
3990,2750,39,asian,happy
3991,4632,30,asian,happy
3992,4633,26,asian,sad
3993,4634,28,asian,angry
3994,4635,27,asian,sad
3995,4636,26,asian,happy
3996,4648,24,asian,happy
3997,4649,29,asian,happy
3998,4650,29,asian,happy
3999,4651,28,asian,happy
4000,4652,25,asian,happy
4001,3536,31,indian,happy
4002,3537,34,black,neutral
4003,3538,29,black,happy
4004,3539,27,black,happy
4005,3540,26,black,happy
4006,762,32,asian,happy
4007,763,33,asian,happy
4008,764,32,asian,happy
4009,765,30,asian,happy
4010,3223,24,white,happy
4011,3224,27,white,neutral
4012,3225,22,white,happy
4013,3226,23,white,neutral
4014,3227,28,white,happy
4015,2994,30,white,happy
4016,2995,36,white,neutral
4017,3001,45,white,happy
4018,3002,32,white,sad
4019,3008,36,white,happy
4020,321,23,white,happy
4021,2559,25,white,neutral
4022,2561,25,white,neutral
4023,2562,22,white,neutral
4024,2563,23,white,neutral
4025,2566,24,white,fear
4026,2567,23,white,neutral
4027,6239,22,white,angry
4028,6240,22,white,neutral
4029,6241,25,white,happy
4030,6242,25,white,neutral
4031,6243,25,white,happy
4032,6244,25,white,happy
4033,6245,27,white,happy
4034,6246,24,white,happy
4035,6247,23,white,neutral
4036,6248,25,white,neutral
4037,6249,27,white,neutral
4038,6250,29,white,happy
4039,6251,25,white,angry
4040,6252,27,white,happy
4041,291,28,white,angry
4042,292,21,white,happy
4043,293,23,white,neutral
4044,294,27,white,happy
4045,295,25,latino hispanic,happy
4046,1011,26,white,sad
4047,1012,27,white,neutral
4048,1013,31,white,neutral
4049,6253,30,white,happy
4050,6254,32,white,surprise
4051,6255,30,white,happy
4052,6256,30,white,happy
4053,6257,32,white,happy
4054,6258,31,white,happy
4055,6259,31,white,happy
4056,6260,33,white,happy
4057,6264,30,white,happy
4058,6267,32,white,happy
4059,3765,33,white,happy
4060,3766,33,white,happy
4061,3768,33,white,happy
4062,3769,29,white,happy
4063,3770,41,white,happy
4064,2757,27,white,happy
4065,2758,28,white,happy
4066,139,30,white,happy
4067,140,31,asian,happy
4068,141,27,white,happy
4069,144,25,white,sad
4070,145,24,white,neutral
4071,146,24,white,happy
4072,4866,31,white,happy
4073,4867,25,white,neutral
4074,4869,32,white,neutral
4075,2676,34,white,happy
4076,2677,31,indian,happy
4077,2678,39,white,happy
4078,2679,32,white,happy
4079,2680,33,latino hispanic,happy
4080,1558,38,white,happy
4081,1559,42,white,happy
4082,1560,23,white,happy
4083,1561,42,white,happy
4084,1564,41,white,happy
4085,1565,41,white,happy
4086,1567,45,white,happy
4087,1568,42,white,happy
4088,1569,40,white,happy
4089,5014,39,latino hispanic,neutral
4090,5015,37,latino hispanic,happy
4091,5016,45,latino hispanic,happy
4092,5017,37,latino hispanic,happy
4093,5018,33,indian,fear
4094,5019,47,indian,fear
4095,5020,48,latino hispanic,sad
4096,5021,44,indian,happy
4097,5022,41,latino hispanic,sad
4098,5023,38,latino hispanic,happy
4099,4674,26,white,neutral
4100,4675,41,white,fear
4101,4677,32,white,neutral
4102,2395,35,white,sad
4103,2396,40,white,happy
4104,2397,44,white,happy
4105,6268,39,white,happy
4106,6269,37,white,happy
4107,6270,37,white,angry
4108,6271,39,white,angry
4109,6272,45,black,fear
4110,6273,42,white,happy
4111,6274,34,latino hispanic,happy
4112,6275,38,latino hispanic,happy
4113,6276,38,white,happy
4114,6277,43,white,angry
4115,6278,31,white,happy
4116,6279,39,white,happy
4117,6280,40,latino hispanic,happy
4118,6281,43,latino hispanic,neutral
4119,6282,34,latino hispanic,happy
4120,6283,37,latino hispanic,surprise
4121,6284,33,latino hispanic,happy
4122,6285,35,latino hispanic,sad
4123,1044,42,white,angry
4124,1047,35,white,happy
4125,6286,33,white,happy
4126,6287,42,white,neutral
4127,6288,27,white,happy
